,reviews,verfied,verified,Cleaned Reviews
102,"✅ Trip Verified |  The worst journey in my life. The connection time at LHR was only 1 hour, but the flight from MXP was on delay. I had to rush to change terminal by train and arrived risking a heart attack. After that the plane just stayed there for another 40 minutes. Despite that, upon arrival at SJC my baggage was lost. I filled the form and gave to the employee. I was not given any receipt, so I did not have any reference number. BA phone number at SJC simply never answer. I called twice the toll free number and realized they did not record the delivery address. I had to enter myself online, dealing with a shitty website. They delivered the baggage three days later. I claimed for compensation online, as I had to buy clothes and other stuff and I did never get a receipt. I was expecting an upgrade for the flight back to MXP, but nothing happened, neither they allowed me to enter BA lounge at SJC. Bad customer service. The only positive side was price, but obviously this cannot justify this treatment and if I knew , I would never flown by BA. Never again!",True,True,worst journey life connection time lhr hour flight mxp delay rush change terminal train arrived risking heart attack plane stayed another minute despite upon arrival sjc baggage lost filled form gave employee given receipt reference number ba phone number sjc simply never answer called twice toll free number realized record delivery address enter online dealing shitty website delivered baggage three day later claimed compensation online buy clothes stuff never get receipt expecting upgrade flight back mxp nothing happened neither allowed enter ba lounge sjc bad customer service positive side price obviously cannot justify treatment knew would never flown ba never
103,"✅ Trip Verified | The airplanes and the lounges are worn out, old and broken. From Dallas to Heathrow, multiple first class seating and electronics were non functional and poorly designed. The first class seating from Heathrow to Dubrovnik was nothing more than a tray blocking the middle seat of a standard coach ticket. Very disappointed.",True,True,airplane lounge worn old broken dallas heathrow multiple first class seating electronics non functional poorly designed first class seating heathrow dubrovnik nothing tray blocking middle seat standard coach ticket disappointed
104,"✅ Trip Verified | One of the worst experiences on the worst airline. The flight was delayed due to earlier technical issues. The time slipped from 17:00 to 20:00 to 22:00 and finally cancelled. There was zero information given. Despite paying well over the odds for business class, we were booted out of the BA lounge two hours before the flight. When it was finally cancelled, the BA staff. Without explanation, told everyone to go to a gate. After another hour or so they made us re enter the UK via passport control, a further 40 minute wait. By now the airport was closing and there was no sign of our bags or any help from BA. A passing Gatwick engineer finally helped us locate the bags. BA completely washed their hands of us and in contravention of CAA rules refused to find us accommodation. Many slept in a bus stop overnight. There were people with young children who couldn’t find somewhere to stay and yet BA had closed down and left. The following day the replacement flight was also late and due to an admin mistake had no catering or liquids for a 2 1/2 hr flight. Overall the service was shockingly bad, the worst I have experienced from any airline. I will not ever use them again.",True,True,one worst experience worst airline flight delayed due earlier technical issue time slipped finally cancelled zero information given despite paying well odds business class booted ba lounge two hour flight finally cancelled ba staff without explanation told everyone go gate another hour made u enter uk via passport control minute wait airport closing sign bag help ba passing gatwick engineer finally helped u locate bag ba completely washed hand u contravention caa rule refused find u accommodation many slept bus stop overnight people young child find somewhere stay yet ba closed left following day replacement flight also late due admin mistake catering liquid hr flight overall service shockingly bad worst experienced airline ever use
105,"✅ Trip Verified |  Cancelled our flight last-minute then moved us onto a flight 2 days later operated by Japan Airlines. We had paid a lot extra for extra legroom seats as I am very tall and they assigned me a middle seat deep in the middle of the plane. Because it was operated by a different airline but booked by BA, neither BA nor the other airline could change my seat over the phone despite seats being available. After 4 hours of waiting in queues and sitting on hold their solution was for me to arrive early at the airport. I did but the seats had already been given away for free by people who had booked directly with that airline and could check in online. I got a £10 meal voucher as compensation for this enormous downgrade on a 14 hour flight. Never again will I fly BA. I would rather fly indirect with better airlines than use this disgrace of an airline again.",True,True,cancelled flight last minute moved u onto flight day later operated japan airline paid lot extra extra legroom seat tall assigned middle seat deep middle plane operated different airline booked ba neither ba airline could change seat phone despite seat available hour waiting queue sitting hold solution arrive early airport seat already given away free people booked directly airline could check online got meal voucher compensation enormous downgrade hour flight never fly ba would rather fly indirect better airline use disgrace airline
106,"✅ Trip Verified | I had a flight from Miami, Florida to Dublin, Ireland, via London's Heathrow airport. The outbound flight from Miami was delayed and we were further delayed when our gate was occupied when we arrived in Heathrow. The total delay was roughly an hour, but it was enough to make our connection a challenge, where we had 73 minutes between original arrival time until the departure time to Dublin. When we headed to our connection flight, we were stopped by security personnel at a checkpoint and told us that the gate to our connection flight had already closed. This was twenty minutes prior to departure time. They ushered us to customer service to be rebooked. Given the busy weekend of travel, we were rebooked on a flight at a different airport and were told that our cost to get there would be reimbursed. We then waited 3 hours for our luggage, and then took a cab to London's City Airport. The cab fare was roughly $500. When I filed a claim with British Airways, they refused the claim and told me that we had plenty of time to make our connecting flight and therefore they denied my claim to be reimbursed for the cab fare. This is after I explained that it was British Airways employees who ushered us to rebook the flight despite the 20 minute timeframe to make the connecting flight. The person who rebooked us, told us it was policy that they close the gate 20 minutes prior to departure. I will never fly this awful airline again. Given the other feedback on this site, it appears that that is the overwhelming sentiment.",True,True,flight miami florida dublin ireland via london heathrow airport outbound flight miami delayed delayed gate occupied arrived heathrow total delay roughly hour enough make connection challenge minute original arrival time departure time dublin headed connection flight stopped security personnel checkpoint told u gate connection flight already closed twenty minute prior departure time ushered u customer service rebooked given busy weekend travel rebooked flight different airport told cost get would reimbursed waited hour luggage took cab london city airport cab fare roughly filed claim british airway refused claim told plenty time make connecting flight therefore denied claim reimbursed cab fare explained british airway employee ushered u rebook flight despite minute timeframe make connecting flight person rebooked u told u policy close gate minute prior departure never fly awful airline given feedback site appears overwhelming sentiment
107,✅ Trip Verified |  We started our day with BA in Prague. The flight actually left on time! I came to find out that’s very unusual. We purchased business class seats. As you can see from the picture they hardly were business class. All they did was block off the middle seat in the first few rows and called it business class. Horrible flight. In addition I had a really rude rude check in clerk basically yell at me when I excused myself and asked if she could give a little bit of priority to the many business class passengers who weren’t being served. Then we got to Heathrow and the real fun began. We had a 4 hour delay. They gave us about 5 different excuses for the delay. I had a few employees walk away while I was asking them questions. They were very rude. At one point there were no employees left. And from the announcements it seems virtually every BA flight was delayed. And there were no weather issues. There was no place to comfortably store items in business class. I’ve never experienced that before. Not even a cup holder for my bottle of water. The seat controls didn’t work well. You had to keep pushing the buttons to get them to do anything. The power outlet didn’t work. There was no internet the entire flight. The overhead luggage bin was too heavy. I almost got a hernia having to close it. This is a horrible airline. I’ll never fly with them again. If I could give zero stars I would.,True,True,started day ba prague flight actually left time came find unusual purchased business class seat see picture hardly business class block middle seat first row called business class horrible flight addition really rude rude check clerk basically yell excused asked could give little bit priority many business class passenger served got heathrow real fun began hour delay gave u different excuse delay employee walk away asking question rude one point employee left announcement seems virtually every ba flight delayed weather issue place comfortably store item business class never experienced even cup holder bottle water seat control work well keep pushing button get anything power outlet work internet entire flight overhead luggage bin heavy almost got hernia close horrible airline never fly could give zero star would
108,✅ Trip Verified |  I fly British Airways weekly not because I want to but because they own the route there’s no other option therefore they frankly don’t have to care about the customer. The flights are always delayed and it’s always someone else’s fault be it weather delays to incoming aircraft or flight traffic control issues I’ve heard it all and for the life of me cannot understand why they are allowed to operate. I’ve been around the world and traveled with all of the world’s airlines but British Airways are really the worst of the worst. It’s such a shame to have watched what used to be a good company fall down a cliff. My advice is if you have an option to fly with anyone else then exercise the option but if you’re flying with different connections and you have a tight schedule do not expect BA to get you to your destination in time.,True,True,fly british airway weekly want route option therefore frankly care customer flight always delayed always someone else fault weather delay incoming aircraft flight traffic control issue heard life cannot understand allowed operate around world traveled world airline british airway really worst worst shame watched used good company fall cliff advice option fly anyone else exercise option flying different connection tight schedule expect ba get destination time
109,"Not Verified |  Everything was ok until our connecting flight in London, just before take off, we were on the runway, the pilot came on to announce an engine problem. After engineers tried to fix it while we waited on the plane for over an hour we were finally told that we would have to be evacuated and rebooked for another flight but not to worry because a special crew was waiting for us on the ground to help us and set us up in a hotel except that there was no one to help us. In fact everyone refused to help us. It was Saturday almost 8pm and they just wanted to go home. Anyone with a connecting flight couldn't rebook on the application because the app wouldn't disassociate our first flight with the connecting one in London and the staff saw this but still refused to help us. They gave us a phone number but there was only a message that said just to use the app. Finally I got someone on the phone who rebooked us for the next day. Now it's 10:30pm and I have to find a hotel room because the airline refused also to help us with that. So i had 2 choices either sleep in the airport or pay over 700GBP for a room. I don't have the money to pay for this but after a 10 hour flight, 8 hours of jet lag and the insane stress after the fact that no one from British Airways would help us I took the room. Of course I claimed reimbursement but that was over 3 weeks ago and I haven't heard anything since so I have no idea when or how much I'll be reimbursed, even though I'm not claiming any emotional compensation from the horrible situation they put me through due to their total indifference. It's financially difficult for me right now because the money I had to put out is equal to half my salary and of course it's impossible to reach them by phone. I feel still as i did on August 26 2023 completely trapped by them and their indifference with no solution or information",False,False,verified everything ok connecting flight london take runway pilot came announce engine problem engineer tried fix waited plane hour finally told would evacuated rebooked another flight worry special crew waiting u ground help u set u hotel except one help u fact everyone refused help u saturday almost pm wanted go home anyone connecting flight rebook application app disassociate first flight connecting one london staff saw still refused help u gave u phone number message said use app finally got someone phone rebooked u next day pm find hotel room airline refused also help u choice either sleep airport pay gbp room money pay hour flight hour jet lag insane stress fact one british airway would help u took room course claimed reimbursement week ago heard anything since idea much reimbursed even though claiming emotional compensation horrible situation put due total indifference financially difficult right money put equal half salary course impossible reach phone feel still august completely trapped indifference solution information
110,"Not Verified |  My initial flight was cancelled 8 hours prior the flight. Then I was automatically rescheduled for next day. Next day, the flight was delayed leaving Hamburg and missed my connecting flight to Las Vegas. Me and several other passengers spent the night in London. British Airways provided us with vouchers but the transfer bus dropped us at the wrong hotel (closest to our hotel) and told us that we can walk there if we want to. As a result, I lost two nights hotel reservations that I made in las Vegas. I opened a claim and provided all receipts to British Airways to get refund of my hotel reservations, but over 5 weeks now, not a single feedback from British Airways. I will avoid all flights with them in future, and will share this story.",False,False,verified initial flight cancelled hour prior flight automatically rescheduled next day next day flight delayed leaving hamburg missed connecting flight la vega several passenger spent night london british airway provided u voucher transfer bus dropped u wrong hotel closest hotel told u walk want result lost two night hotel reservation made la vega opened claim provided receipt british airway get refund hotel reservation week single feedback british airway avoid flight future share story
111,Not Verified |  We will never fly British Airways again. Our flight on July 15 2023 from LHR to LAX was cancelled 20 hours before departure without any explanation. Since 8 weeks we are now waiting for the refund and BA does not pay us the cost caused by the cancellation. Very disappointing.,False,False,verified never fly british airway flight july lhr lax cancelled hour departure without explanation since week waiting refund ba pay u cost caused cancellation disappointing
112,"✅ Trip Verified | Check in and security clearance very quick at LHR T5. My wife and I used the Galleries North lounge and at 6-00am it was easy to get a seat. Good buffet breakfast options. Flight boarded on time and flight departed on time. I was seated in 4 A, the Club Europe seats on the A320 seem to be getting smaller and legroom (I am 6ft) was very tight. Cabin Crew service was fine. I chose the full English breakfast, it was ok, but there was a lot of water in the bottom of the bowl. Flight landed on time. Overall an OK flight but Club Europe doesn’t feel very premium these days.",True,True,check security clearance quick lhr wife used gallery north lounge easy get seat good buffet breakfast option flight boarded time flight departed time seated club europe seat seem getting smaller legroom ft tight cabin crew service fine chose full english breakfast ok lot water bottom bowl flight landed time overall ok flight club europe feel premium day
113,"Not Verified |  British Airways has confirmed itself as the worst airline in the UK. Last minute cancellation, no explanation, refusal to book with another airline “because we don’t have an arrangement with them”. What’s happened to what used to be our national airline?",False,False,verified british airway confirmed worst airline uk last minute cancellation explanation refusal book another airline arrangement happened used national airline
114,"✅ Trip Verified | Worst BA experience. I was supposed to fly out to Italy on 7 September 2023. I arrived at OR Tambo International airport ready to check my bags in (I already checked-in online the previous evening so I had my boarding pass ready). At the counter I was told that I had been off-loaded from the flight as my connecting flight has been cancelled. No information was sent regarding this beforehand. The team at the check-in counter tried to get me on another flight that evening, but there were no flights available. They did manage to get me another flight the following evening with Lufthansa to Italy via Frankfurt. However, I did miss the first part of my trip having arrived a day and a half later than I was supposed to. Upon moving the flights I did ask the BA staff whether my flights back are still valid and that everything is in order, which they assured me is correct. I have to fly back to South Africa on 18 September and upon checking my booking information I noticed on my BA account that my first flight (Milan to London) is just missing from my booking. My connecting from London to Johannesburg is still there. After spending the entire morning on the customer helpline two different operators picked up and in both instances, the moment I proceed to give my booking reference number, my call gets dropped. Currently it seems like I will be arriving at the airport again on Monday without a flight.",True,True,worst ba experience supposed fly italy september arrived tambo international airport ready check bag already checked online previous evening boarding pas ready counter told loaded flight connecting flight cancelled information sent regarding beforehand team check counter tried get another flight evening flight available manage get another flight following evening lufthansa italy via frankfurt however miss first part trip arrived day half later supposed upon moving flight ask ba staff whether flight back still valid everything order assured correct fly back south africa september upon checking booking information noticed ba account first flight milan london missing booking connecting london johannesburg still spending entire morning customer helpline two different operator picked instance moment proceed give booking reference number call get dropped currently seems like arriving airport monday without flight
115,"✅ Trip Verified |  My daughter and I were denied boarding on our business class flight from Madrid to Heathrow in March 25, 2023, the first leg on our return flight to Victoria, Canada. No reason was given for the denied boarding by the check in staff at the British Airways counter in Madrid, who said they were only agents and told us to call British Airways. We were three hours early for the flight and had valid passports. After many tries we finally reached British Airways by phone, but we were told to call Expedia which had booked the flights. Expedia confirmed that we had been bumped from the flight, with no explanation as to why. Expedia then began a long process of finding alternative flights. Over the next 24 hours we had numerous calls with both Expedia and British Airways. Incredibly, the next available flights were 9 days later on April 3. This was almost unbelievable, but after many many tries it was the best we could do. Even though these were Business Class tickets. Part of the problem was that apparently rules did not allow any changes to routing for any segment of the flight. This nine day delay was a major problem for us. I had to miss work and my daughter was missing school. Further, we received no compensation from British Airways, no penalty fee, and not any reimbursement of our expenses for staying the nine extra days. After our return I began the British Airways online complaint process, and submitted all supporting documents. I received an email reply and a case reference number. And then nothing. I sent numerous follow up emails, and received no replies. It is now months later, and still I have not heard from British Airways. This is shocking, and definitely the worst airline service I have received for my thousands of flights over many decades. I am a very patient person and this is the first time I have commented on this type of forum. I think the public should be made aware of extremely poor customer service at British Airways.",True,True,daughter denied boarding business class flight madrid heathrow march first leg return flight victoria canada reason given denied boarding check staff british airway counter madrid said agent told u call british airway three hour early flight valid passport many try finally reached british airway phone told call expedia booked flight expedia confirmed bumped flight explanation expedia began long process finding alternative flight next hour numerous call expedia british airway incredibly next available flight day later april almost unbelievable many many try best could even though business class ticket part problem apparently rule allow change routing segment flight nine day delay major problem u miss work daughter missing school received compensation british airway penalty fee reimbursement expense staying nine extra day return began british airway online complaint process submitted supporting document received email reply case reference number nothing sent numerous follow email received reply month later still heard british airway shocking definitely worst airline service received thousand flight many decade patient person first time commented type forum think public made aware extremely poor customer service british airway
116,"✅ Trip Verified | Despite boarding being the usual free for all at LHR with groups 1-3 being called to board all at once. Whilst those passengers who had agreed to check in a bag in at the gate, getting to board before anyone else! However, the service on board was impeccable. Superb crew, friendly, attentive, interacting with passengers and generally appearing to be enjoying their job. Like BA in the old days and at its best. Food choice and quality seems to have improved too (no beef cheeks thankfully) and even the Club kitchen appears to have returned. Old style Club seating, but is at least better, and feels less cramped, on the 787's.",True,True,despite boarding usual free lhr group called board whilst passenger agreed check bag gate getting board anyone else however service board impeccable superb crew friendly attentive interacting passenger generally appearing enjoying job like ba old day best food choice quality seems improved beef cheek thankfully even club kitchen appears returned old style club seating least better feel le cramped
117,"Not Verified |  Flight cancelled, no crew! 9th September 2023, not peak holiday period so why such bad management by BA? Sent to the gate left standing of over and hour and then flight cancelled. As were other on that day. Why does BA continue to provide such poor service - a national disgrace.",False,False,verified flight cancelled crew th september peak holiday period bad management ba sent gate left standing hour flight cancelled day ba continue provide poor service national disgrace
118,"Not Verified |  The worst service ever, my baggage did not arrive on time. Both my flights were delayed. I will never fly them again.  Even the food was bad and your service.",False,False,verified worst service ever baggage arrive time flight delayed never fly even food bad service
119,✅ Trip Verified |  4/4 flights we booked this holiday were delayed about 1-2 hours. No wifi available on 2 of 4 flights Food and drinks very basic and expensive. Cannot recommend,True,True,flight booked holiday delayed hour wifi available flight food drink basic expensive cannot recommen
120,"✅ Trip Verified |  British Airways has a total lack of respect for its customers. I was booked to fly from Frankfurt Main to London City Airport, and just a couple of hours before the scheduled departure the flight was suddenly cancelled by BA without explanation, when I was already at the airport. The worst thing was the utter callousness that staff showed towards customers. The ground staff’s attitude was that they are merely third party agents, not BA employees, and therefore they quickly washed their hands of us all, telling us we had to contact BA directly via phone if we wanted help. They couldn’t even provide us a phone number, telling us to look it up on ba.com ! So BA abandoned its passengers. They did tell us that the BA departure to Heathrow had also been cancelled, meaning there would be no further BA flight from Frankfurt to London that day (although other airlines were still operating the route- but BA refused to rebook us on them). The reason given for both cancellations was “technical reasons”. No assistance or information was provided on our rights due to cancellation, nor any information on help regarding food/ accommodation help etc. Their attitude was literally that the cancellation had nothing to do with them and it was our problem, not theirs. I received an email an hour later notifying me that I had been automatically rebooked on an alternative flight 24 hours later, which wasn’t acceptable as I had to get back to London that night. I rang BA’s call centre and again, they showed a high degree of callousness. 95% of the half-hour call was spent with me waiting on hold, with the phone just cutting off after half an hour, and no meaningful information given to me by that point. There was no attempt by the call operator to call me back when the line cut (and I had a solid phone signal and wifi as I was still standing in Terminal 2 of Frankfurt Main airport), even though my phone number is listed in my booking contact details. They just don’t care. In the end I had to arrange my own return to London by taking a coach to Hanh airport which was 112km away , waiting there for 5 hours and then booking an expensive last minute ticket with Ryanair to Stansted. At least that flight operated on time and got me back to London! BA is worse than a low cost carrier now.",True,True,british airway total lack respect customer booked fly frankfurt main london city airport couple hour scheduled departure flight suddenly cancelled ba without explanation already airport worst thing utter callousness staff showed towards customer ground staff attitude merely third party agent ba employee therefore quickly washed hand u telling u contact ba directly via phone wanted help even provide u phone number telling u look ba com ba abandoned passenger tell u ba departure heathrow also cancelled meaning would ba flight frankfurt london day although airline still operating route ba refused rebook u reason given cancellation technical reason assistance information provided right due cancellation information help regarding food accommodation help etc attitude literally cancellation nothing problem received email hour later notifying automatically rebooked alternative flight hour later acceptable get back london night rang ba call centre showed high degree callousness half hour call spent waiting hold phone cutting half hour meaningful information given point attempt call operator call back line cut solid phone signal wifi still standing terminal frankfurt main airport even though phone number listed booking contact detail care end arrange return london taking coach hanh airport km away waiting hour booking expensive last minute ticket ryanair stansted least flight operated time got back london ba worse low cost carrier
121,"✅ Trip Verified | London Heathrow to Keflavik, Iceland in Business Class on an A321. British Airways provides an unusual Business Class experience for intra-Europe flights. The seating is similar to most airlines - middle seat vacant and little extra space - but on British Airways the Business Class cabin extends to almost half the aircraft. This makes it less than a premium experience at every step, from boarding to onboard. The WiFi worked for only half the flight and there are no refunds. But when it worked it was surprisingly fast. Service on this flight was very good and we got to Keflavik on time.",True,True,london heathrow keflavik iceland business class british airway provides unusual business class experience intra europe flight seating similar airline middle seat vacant little extra space british airway business class cabin extends almost half aircraft make le premium experience every step boarding onboard wifi worked half flight refund worked surprisingly fast service flight good got keflavik time
122,"✅ Trip Verified | Mumbai to London Heathrow in Business Class on an ageing B777-200. This aircraft featured the older Club World flatbed seats. They are comfortable, there is enough storage space around the cubicle, and the monitor screen is among the larger ones I've seen on airplanes. BA's new Club Suites are said to be far superior, competing with the best B-class rivals. The entire Business Class cabin had just 2 washrooms but it wasn't an issue on this flight since the premier section wasn't at full capacity. There was Wi-Fi on board, fast enough to even send videos via messaging apps. Service onboard was competent but the staff lacked warmth. The food was alright and no more. The biggest plus of this flight is that it gets out of Bombay at 1:10 pm in the afternoon instead of the ungodly early morning hours most international flights take off from India. The airport experience is far more pleasant at this time. In summary: British Airways provides a good, but not spectacular, Business Class product.",True,True,mumbai london heathrow business class ageing b aircraft featured older club world flatbed seat comfortable enough storage space around cubicle monitor screen among larger one seen airplane ba new club suite said far superior competing best b class rival entire business class cabin washroom issue flight since premier section full capacity wi fi board fast enough even send video via messaging apps service onboard competent staff lacked warmth food alright biggest plus flight get bombay pm afternoon instead ungodly early morning hour international flight take india airport experience far pleasant time summary british airway provides good spectacular business class product
123,"✅ Trip Verified |  Care and support shocking. Written by a previously loyal BA traveller. Lies and misleading unprofessional service. Told that my flight was cancelled. Booked on to next available flight in downgraded cabin from business to premium economy. Called to ask why. Told technical fault with my original flight. My suspicion was another reason. At airport, check in staff said that not enough crew to staff original flight earlier in day. Why take my money and allow me to book a flight which would have allowed me to get to work as a doctor in the first place! How can you trust such an organisation to look after you as a flying customer.",True,True,care support shocking written previously loyal ba traveller lie misleading unprofessional service told flight cancelled booked next available flight downgraded cabin business premium economy called ask told technical fault original flight suspicion another reason airport check staff said enough crew staff original flight earlier day take money allow book flight would allowed get work doctor first place trust organisation look flying customer
124,✅ Trip Verified |  Flying A380 business class should be a pleasure but BA has made it a disaster with the worst seating and configuration imaginable. How could any sane person could jam so many seats into a limited space and expect passengers to be happy. Seats are narrower than economy on some airlines and you must face another person until a plastic screen is raised. The Tv screens are the size of a medium sized tablet and the controls are behind your head in a sitting position. There is no where to put anything except one small pull out draw at ground level that can not be reached when seated nor accessed when sleeping . The window seats and middle seats are accessed by having to jump over a passenger on an aisle seat and the seats are so low that they are hard for elderly to get out of. The whole business class set up is a sick joke. Eating is difficult because the seat is not close enough to the table and the tables are so flimsy that drinks can fall off. Are there any redeeming features - the answer is no. If you like a little comfort avoid BA like the plague.,True,True,flying business class pleasure ba made disaster worst seating configuration imaginable could sane person could jam many seat limited space expect passenger happy seat narrower economy airline must face another person plastic screen raised tv screen size medium sized tablet control behind head sitting position put anything except one small pull draw ground level reached seated accessed sleeping window seat middle seat accessed jump passenger aisle seat seat low hard elderly get whole business class set sick joke eating difficult seat close enough table table flimsy drink fall redeeming feature answer like little comfort avoid ba like plague
125,"✅ Trip Verified |  British Airways absolutely does not care. My reserved seat was change from an aisle to center seat for this overnight, full flight and it was quite awful. After enquiring at LAX check in, the agent said sorry, nothing we can do. Onboard the flight the attendants seemed to try and finish the meal service at a racing speed, with meals trays passed out with no proper questions about choice. Then back and clearing trays and they disappeared to rest in the kitchen for hours after that. No water runs, if you need anything do not bother with the call bell, as they simply ignore it. I used to like travelling British Airways 10-15 years ago, but the bean counters have been in and lowered it close to a lowcost carrier. I guess staff are badly paid from their terrible attitude and service. My last trip to London was with Delta, they are so much better than this very poor excuse of an airline that British Air has now become.",True,True,british airway absolutely care reserved seat change aisle center seat overnight full flight quite awful enquiring lax check agent said sorry nothing onboard flight attendant seemed try finish meal service racing speed meal tray passed proper question choice back clearing tray disappeared rest kitchen hour water run need anything bother call bell simply ignore used like travelling british airway year ago bean counter lowered close lowcost carrier guess staff badly paid terrible attitude service last trip london delta much better poor excuse airline british air become
126,"✅ Trip Verified |  My recent experience with British Airways was not just horrendous, it was an utter abdication of responsibility on their part. I arrived at JFK ready for my flight to Malaga, only to find it had been cancelled with zero notice. After a draining 2-hour altercation, I was finally placed on a different flight. The nightmare continued when I landed in Malaga sans luggage, containing essentials for my son's wedding. Thirty agonizing hours later, the bags showed up—but my brand-new iPad and a special watch for my nephew were missing. The items weren't merely valuable; they had emotional significance, which made the loss even more gut-wrenching. You'd think a reputable airline would make amends for such  errors.  Despite the clear mishandling of my baggage by their team, they refused to offer any reimbursement or even a modest amount of airline credit. Their customer service was not only ineffective but also astonishingly callous. Their response was, in essence, ""It's your fault for trusting us with your belongings."" This isn't just poor customer service; it's a complete disregard for basic human decency and responsibility. British Airways had numerous opportunities to right their wrongs and chose not to. If you have any respect for your time, belongings, and emotional well-being, avoid British Airways at all costs. They not only fail to deliver on promises but also refuse to make amends when they err, leaving customers to bear the brunt of their incompetence.",True,True,recent experience british airway horrendous utter abdication responsibility part arrived jfk ready flight malaga find cancelled zero notice draining hour altercation finally placed different flight nightmare continued landed malaga sans luggage containing essential son wedding thirty agonizing hour later bag showed brand new ipad special watch nephew missing item merely valuable emotional significance made loss even gut wrenching think reputable airline would make amends error despite clear mishandling baggage team refused offer reimbursement even modest amount airline credit customer service ineffective also astonishingly callous response essence fault trusting u belonging poor customer service complete disregard basic human decency responsibility british airway numerous opportunity right wrong chose respect time belonging emotional well avoid british airway cost fail deliver promise also refuse make amends err leaving customer bear brunt incompetence
127,"✅ Trip Verified |  This is to express our displeasure and concerns regarding our flight to Italy. Our trip was effectively ruined by the failure of our luggage to arrive with us, coupled with the length of time it took for it to eventually reach us (9 and 12 days)! Our departure dates: June 19, 2023 - Flight BA 294, Chicago to London. June 20 rebooked by BA on BA 546, London to Rome. All flights were late. On arrival in Rome, my wife was forced to walk to the check-in desk because our reservation for wheelchair assist from the plane was never transferred by BA. She was told by the cabin crew that there was no reservation for her transport. Also, our checked baggage (2) failed to make the BA rebooked flight from London to Rome. BA took 9 days to deliver my bag and 12 days to deliver my wife's. I called BA Baggage Claim Services daily. I was frequently cut off after waiting on hold for over an hour. We had Apple Air tags in both bags, and sent pictures showing their exact location to BA Baggage Claim several times. After 5 days, BA stated that they found my wife's bag, but needed to verify ownership! Both bags as described had bright pink 4” easily visible tags and bright pink bows. Taking 9 and 12 days to deliver them is inexcusable. Our return date: July 3 - BA 553, Rome to London. BA 297, London to Chicago. All flights were late. We arrived in Chicago more than 3 hours late, missing our ground transportation to our home in Michigan (3 hours away). We had to find a hotel and stay overnight near Chicago. On July 12 we filed our expenses for replacement of lost clothing and toiletries, also for food purchased at Heathrow due to the flight delay and overnight hotel charges in Chicago. After 2 weeks, I went online asking for some follow-up on both cases, but have had no response at all from BA. We are retirees on fixed income, and cannot fund BA’s errors. I can honestly say that the times I was able to reach a human being, they were all courteous and attempted to help, but appeared at a loss. ",True,True,express displeasure concern regarding flight italy trip effectively ruined failure luggage arrive u coupled length time took eventually reach u day departure date june flight ba chicago london june rebooked ba ba london rome flight late arrival rome wife forced walk check desk reservation wheelchair assist plane never transferred ba told cabin crew reservation transport also checked baggage failed make ba rebooked flight london rome ba took day deliver bag day deliver wife called ba baggage claim service daily frequently cut waiting hold hour apple air tag bag sent picture showing exact location ba baggage claim several time day ba stated found wife bag needed verify ownership bag described bright pink easily visible tag bright pink bow taking day deliver inexcusable return date july ba rome london ba london chicago flight late arrived chicago hour late missing ground transportation home michigan hour away find hotel stay overnight near chicago july filed expense replacement lost clothing toiletry also food purchased heathrow due flight delay overnight hotel charge chicago week went online asking follow case response ba retiree fixed income cannot fund ba error honestly say time able reach human courteous attempted help appeared loss
128,"✅ Trip Verified |  I flew London to Malaga on 27 August in Club Europe. We stood around at Gate B45 in Terminal 5 for over an hour, with staff giving very different reasons for the delay, late inbound aircraft etc - but the plane we boarded had been sitting there for more than an hour! After boarding, the captain stated that because they had changed planes there would be no meals served. This is Club Europe, and we received one small packet of crisps throughout the flight. No effort to apologise. We smelt the hot meal for pilots being heated and then saw it being served to them on a Club Europe meal tray. Cabin crew also had warmed pastries ( and were very quick to use air freshener in the front galley!) while customers received zilch. BA sent an email the following morning to say sorry - nothing else. What a complete and utter rip off by an airline that is already cutting back on so many things. I paid a full Business class fare, did not receive any part of the onboard meal service and they expect an email to be sufficient. Avoid BA if you have any other option nowadays, they are the worst in Europe.",True,True,flew london malaga august club europe stood around gate b terminal hour staff giving different reason delay late inbound aircraft etc plane boarded sitting hour boarding captain stated changed plane would meal served club europe received one small packet crisp throughout flight effort apologise smelt hot meal pilot heated saw served club europe meal tray cabin crew also warmed pastry quick use air freshener front galley customer received zilch ba sent email following morning say sorry nothing else complete utter rip airline already cutting back many thing paid full business class fare receive part onboard meal service expect email sufficient avoid ba option nowadays worst europe
